Name,Family,Max Thickness (%),x-Locationof Max Thickness (%),Camber (%),Data Sources,Cl max,Cl/Cd max,Cd @ Cl=0.1,Cd @ Cl=0.4,Cd @ Cl=0.6
NACA66-418,NACA 66-series,18,45.8,1.8,JF WT XF,1.56,172,0.006,0.004,0.004
NACA66-418 A=0.0,NACA 66-series,18,45.9,2,JF XF,1.51,108,0.006,0.005,0.006
NACA66-418 A=0.2,NACA 66-series,18,45.9,2.2,JF XF,1.53,114,0.006,0.005,0.006
NACA66-418 A=0.5,NACA 66-series,18,45.8,2.6,JF XF,1.55,142,0.006,0.004,0.005
NACA66-418 A=0.6,NACA 66-series,18,45.8,2.5,JF XF,1.55,175,0.006,0.004,0.003
NACA66-418 A=0.8,NACA 66-series,18,45.8,2.3,JF XF,1.57,174,0.006,0.004,0.004
NACA66-419,NACA 66-series,19,45.8,1.8,JF XF,1.61,169,0.004,0.004,0.004
NACA66-419 A=0.0,NACA 66-series,19,45.9,1.9,JF XF,1.55,107,0.005,0.005,0.006
NACA66-419 A=0.2,NACA 66-series,19,45.9,2.2,JF XF,1.57,111,0.006,0.005,0.006
NACA66-419 A=0.5,NACA 66-series,19,45.8,2.5,JF XF,1.6,140,0.005,0.004,0.005
NACA66-419 A=0.6,NACA 66-series,19,45.8,2.5,JF XF,1.6,165,0.005,0.004,0.004
NACA66-419 A=0.8,NACA 66-series,19,45.8,2.3,JF XF,1.62,173,0.005,0.003,0.004
NACA66-420,NACA 66-series,20,45.8,1.8,JF XF,1.65,180,0.004,0.004,0.004
NACA66-420 A=0.0,NACA 66-series,20,45.9,1.9,JF XF,1.6,107,0.005,0.005,0.006
NACA66-420 A=0.2,NACA 66-series,20,45.9,2.1,JF XF,1.62,110,0.004,0.005,0.006
NACA66-420 A=0.5,NACA 66-series,20,45.8,2.5,JF XF,1.65,140,0.005,0.004,0.005
NACA66-420 A=0.6,NACA 66-series,20,45.8,2.5,JF XF,1.65,174,0.004,0.004,0.004
NACA66-420 A=0.8,NACA 66-series,20,45.8,2.3,JF XF,1.66,182,0.005,0.004,0.004
NACA66-509,NACA 66-series,9,45.8,2.6,JF XF,1.13,185,0.005,0.003,0.003
NACA66-509 A=0.0,NACA 66-series,9,45.8,2.9,JF XF,1.08,154,0.005,0.005,0.005
NACA66-509 A=0.2,NACA 66-series,9,45.8,3.2,JF XF,1.1,160,0.005,0.006,0.005
NACA66-509 A=0.5,NACA 66-series,9,45.8,3.6,JF XF,1.11,197,0.005,0.004,0.004
NACA66-509 A=0.6,NACA 66-series,9,45.8,3.5,JF XF,1.12,196,0.005,0.004,0.003
NACA66-509 A=0.8,NACA 66-series,9,45.8,3.3,JF XF,1.13,214,0.005,0.004,0.003
NACA66-510,NACA 66-series,10,45.8,2.6,JF XF,1.2,195,0.005,0.003,0.003
NACA66-510 A=0.0,NACA 66-series,10,45.8,2.9,JF XF,1.14,147,0.006,0.006,0.005
NACA66-510 A=0.2,NACA 66-series,10,45.8,3.2,JF XF,1.15,156,0.006,0.005,0.005
NACA66-510 A=0.5,NACA 66-series,10,45.8,3.6,JF XF,1.17,182,0.006,0.005,0.004
NACA66-510 A=0.6,NACA 66-series,10,45.8,3.5,JF XF,1.18,186,0.006,0.005,0.003
NACA66-510 A=0.8,NACA 66-series,10,45.8,3.2,JF XF,1.19,187,0.005,0.004,0.003
NACA66-511,NACA 66-series,11,45.8,2.6,JF XF,1.26,192,0.005,0.004,0.003
NACA66-511 A=0.0,NACA 66-series,11,45.8,2.9,JF XF,1.19,139,0.006,0.006,0.005
NACA66-511 A=0.2,NACA 66-series,11,45.8,3.1,JF XF,1.21,145,0.006,0.005,0.005
NACA66-511 A=0.5,NACA 66-series,11,45.8,3.5,JF XF,1.23,177,0.006,0.005,0.004
NACA66-511 A=0.6,NACA 66-series,11,45.8,3.5,JF XF,1.24,187,0.006,0.004,0.003
NACA66-511 A=0.8,NACA 66-series,11,45.8,3.2,JF XF,1.25,186,0.006,0.004,0.003
NACA66-512,NACA 66-series,12,45.8,2.5,JF XF,1.32,175,0.006,0.004,0.004
NACA66-512 A=0.0,NACA 66-series,12,45.8,2.8,JF XF,1.25,142,0.006,0.006,0.005
NACA66-512 A=0.2,NACA 66-series,12,45.8,3.1,JF XF,1.26,133,0.006,0.006,0.005
NACA66-512 A=0.5,NACA 66-series,12,45.8,3.5,JF XF,1.29,171,0.006,0.005,0.004
NACA66-512 A=0.6,NACA 66-series,12,45.8,3.4,JF XF,1.29,185,0.006,0.004,0.004
NACA66-512 A=0.8,NACA 66-series,12,45.8,3.2,JF XF,1.31,184,0.006,0.004,0.004
NACA66-513,NACA 66-series,13,45.8,2.5,JF XF,1.37,175,0.006,0.004,0.004
NACA66-513 A=0.0,NACA 66-series,13,45.9,2.8,JF XF,1.31,122,0.006,0.007,0.005
NACA66-513 A=0.2,NACA 66-series,13,45.8,3.1,JF XF,1.32,133,0.006,0.006,0.005
NACA66-513 A=0.5,NACA 66-series,13,45.8,3.4,JF XF,1.34,174,0.006,0.006,0.004
NACA66-513 A=0.6,NACA 66-series,13,45.8,3.4,JF XF,1.35,183,0.006,0.004,0.004
NACA66-513 A=0.8,NACA 66-series,13,45.8,3.1,JF XF,1.37,191,0.006,0.004,0.004
NACA66-514,NACA 66-series,14,45.8,2.5,JF XF,1.43,184,0.006,0.004,0.004
NACA66-514 A=0.0,NACA 66-series,14,45.9,2.7,JF XF,1.37,122,0.006,0.005,0.005
NACA66-514 A=0.2,NACA 66-series,14,45.9,3,JF XF,1.39,126,0.006,0.006,0.006
NACA66-514 A=0.5,NACA 66-series,14,45.8,3.4,JF XF,1.41,186,0.006,0.004,0.004
NACA66-514 A=0.6,NACA 66-series,14,45.8,3.4,JF XF,1.41,182,0.006,0.004,0.004
NACA66-514 A=0.8,NACA 66-series,14,45.8,3.1,JF XF,1.43,203,0.006,0.005,0.004
NACA66-515,NACA 66-series,15,45.8,2.4,JF XF,1.48,182,0.006,0.004,0.004
NACA66-515 A=0.0,NACA 66-series,15,45.9,2.7,JF XF,1.43,118,0.006,0.006,0.006
NACA66-515 A=0.2,NACA 66-series,15,45.9,3,JF XF,1.45,125,0.006,0.005,0.006
NACA66-515 A=0.5,NACA 66-series,15,45.8,3.4,JF XF,1.47,175,0.006,0.004,0.004
NACA66-515 A=0.6,NACA 66-series,15,45.8,3.3,JF XF,1.47,192,0.006,0.005,0.004
NACA66-515 A=0.8,NACA 66-series,15,45.8,3.1,JF XF,1.48,201,0.006,0.004,0.004
NACA66-516,NACA 66-series,16,45.8,2.4,JF XF,1.53,182,0.006,0.004,0.004
NACA66-516 A=0.0,NACA 66-series,16,45.9,2.6,JF XF,1.48,116,0.006,0.005,0.006
NACA66-516 A=0.2,NACA 66-series,16,45.9,2.9,JF XF,1.5,123,0.006,0.005,0.006
NACA66-516 A=0.5,NACA 66-series,16,45.8,3.3,JF XF,1.52,159,0.006,0.004,0.004
NACA66-516 A=0.6,NACA 66-series,16,45.8,3.3,JF XF,1.52,202,0.006,0.004,0.004
NACA66-516 A=0.8,NACA 66-series,16,45.8,3,JF XF,1.54,202,0.006,0.004,0.004
NACA66-517,NACA 66-series,17,45.8,2.4,JF XF,1.58,192,0.007,0.004,0.004
NACA66-517 A=0.0,NACA 66-series,17,45.9,2.6,JF XF,1.53,115,0.006,0.005,0.006
NACA66-517 A=0.2,NACA 66-series,17,45.9,2.9,JF XF,1.55,121,0.006,0.005,0.006
NACA66-517 A=0.5,NACA 66-series,17,45.9,3.3,JF XF,1.57,156,0.006,0.004,0.005
NACA66-517 A=0.6,NACA 66-series,17,45.8,3.2,JF XF,1.57,199,0.006,0.004,0.004
NACA66-517 A=0.8,NACA 66-series,17,45.8,3,JF XF,1.59,192,0.006,0.004,0.004
NACA66-518,NACA 66-series,18,45.8,2.3,JF XF,1.64,191,0.007,0.004,0.004
NACA66-518 A=0.0,NACA 66-series,18,45.9,2.5,JF XF,1.57,114,0.006,0.005,0.006
NACA66-518 A=0.2,NACA 66-series,18,45.9,2.8,JF XF,1.59,119,0.006,0.005,0.006
NACA66-518 A=0.5,NACA 66-series,18,45.9,3.2,JF XF,1.62,154,0.007,0.004,0.005
NACA66-518 A=0.6,NACA 66-series,18,45.9,3.2,JF XF,1.63,185,0.006,0.004,0.004
NACA66-518 A=0.8,NACA 66-series,18,45.8,2.9,JF XF,1.64,191,0.007,0.003,0.004
NACA66-519,NACA 66-series,19,45.8,2.3,JF XF,1.68,190,0.007,0.004,0.004
NACA66-519 A=0.0,NACA 66-series,19,45.9,2.5,JF XF,1.62,112,0.007,0.005,0.006
NACA66-519 A=0.2,NACA 66-series,19,45.9,2.8,JF XF,1.64,116,0.007,0.005,0.006
NACA66-519 A=0.5,NACA 66-series,19,45.9,3.2,JF XF,1.67,156,0.007,0.004,0.005
NACA66-519 A=0.6,NACA 66-series,19,45.9,3.2,JF XF,1.68,192,0.007,0.004,0.004
NACA66-519 A=0.8,NACA 66-series,19,45.8,2.9,JF XF,1.69,190,0.007,0.004,0.004
NACA66-520,NACA 66-series,20,45.8,2.3,JF XF,1.73,200,0.007,0.004,0.004
NACA66-520 A=0.0,NACA 66-series,20,45.9,2.4,JF XF,1.66,110,0.006,0.005,0.006
NACA66-520 A=0.2,NACA 66-series,20,45.9,2.7,JF XF,1.69,114,0.006,0.005,0.006
NACA66-520 A=0.5,NACA 66-series,20,45.9,3.1,JF XF,1.72,155,0.007,0.004,0.005
NACA66-520 A=0.6,NACA 66-series,20,45.9,3.1,JF XF,1.73,190,0.007,0.004,0.004
NACA66-520 A=0.8,NACA 66-series,20,45.9,2.9,JF XF,1.74,198,0.006,0.004,0.004
NACA66-609,NACA 66-series,9,45.8,3.2,JF XF,1.2,210,0.005,0.004,0.003
NACA66-609 A=0.0,NACA 66-series,9,45.8,3.6,JF XF,1.15,166,0.006,0.006,0.005
NACA66-609 A=0.2,NACA 66-series,9,45.8,3.9,JF XF,1.17,181,0.006,0.006,0.005
NACA66-609 A=0.5,NACA 66-series,9,45.8,4.3,JF XF,1.19,224,0.005,0.005,0.004
NACA66-609 A=0.6,NACA 66-series,9,45.8,4.3,JF XF,1.19,235,0.005,0.005,0.003
NACA66-609 A=0.8,NACA 66-series,9,45.8,3.9,JF XF,1.21,239,0.005,0.005,0.003
NACA66-610,NACA 66-series,10,45.8,3.1,JF XF,1.27,215,0.005,0.005,0.003
NACA66-610 A=0.0,NACA 66-series,10,45.8,3.5,JF XF,1.21,156,0.006,0.006,0.005
NACA66-610 A=0.2,NACA 66-series,10,45.8,3.8,JF XF,1.22,163,0.006,0.006,0.005
NACA66-610 A=0.5,NACA 66-series,10,45.8,4.3,JF XF,1.24,213,0.006,0.005,0.004
NACA66-610 A=0.6,NACA 66-series,10,45.8,4.2,JF XF,1.25,223,0.006,0.005,0.003
NACA66-610 A=0.8,NACA 66-series,10,45.8,3.9,JF XF,1.26,234,0.006,0.005,0.003
NACA66-611,NACA 66-series,11,45.8,3.1,JF XF,1.33,214,0.006,0.005,0.003
NACA66-611 A=0.0,NACA 66-series,11,45.9,3.5,JF XF,1.26,148,0.006,0.006,0.005
NACA66-611 A=0.2,NACA 66-series,11,45.8,3.8,JF XF,1.28,144,0.006,0.006,0.005
NACA66-611 A=0.5,NACA 66-series,11,45.8,4.2,JF XF,1.3,200,0.006,0.006,0.004
NACA66-611 A=0.6,NACA 66-series,11,45.8,4.2,JF XF,1.31,208,0.006,0.005,0.003
NACA66-611 A=0.8,NACA 66-series,11,45.8,3.8,JF XF,1.32,206,0.006,0.005,0.004
NACA66-612,NACA 66-series,12,45.8,3.1,JF XF,1.39,194,0.006,0.005,0.004
NACA66-612 A=0.0,NACA 66-series,12,45.9,3.4,JF XF,1.33,147,0.006,0.006,0.005
NACA66-612 A=0.2,NACA 66-series,12,45.9,3.7,JF XF,1.34,136,0.006,0.007,0.005
NACA66-612 A=0.5,NACA 66-series,12,45.8,4.2,JF XF,1.36,205,0.006,0.006,0.004
NACA66-612 A=0.6,NACA 66-series,12,45.8,4.1,JF XF,1.37,205,0.006,0.005,0.003
NACA66-612 A=0.8,NACA 66-series,12,45.8,3.8,JF XF,1.38,225,0.006,0.005,0.004
NACA66-613,NACA 66-series,13,45.8,3,JF XF,1.45,194,0.006,0.005,0.004
NACA66-613 A=0.0,NACA 66-series,13,45.9,3.4,JF XF,1.39,127,0.006,0.007,0.005
NACA66-613 A=0.2,NACA 66-series,13,45.9,3.7,JF XF,1.4,135,0.006,0.007,0.005
NACA66-613 A=0.5,NACA 66-series,13,45.8,4.2,JF XF,1.42,196,0.006,0.006,0.004
NACA66-613 A=0.6,NACA 66-series,13,45.8,4.1,JF XF,1.43,202,0.006,0.005,0.004
NACA66-613 A=0.8,NACA 66-series,13,45.8,3.8,JF XF,1.44,224,0.006,0.006,0.004
NACA66-614,NACA 66-series,14,45.8,3,JF XF,1.5,201,0.006,0.005,0.004
NACA66-614 A=0.0,NACA 66-series,14,45.9,3.3,JF XF,1.45,124,0.006,0.007,0.005
NACA66-614 A=0.2,NACA 66-series,14,45.9,3.6,JF XF,1.46,132,0.006,0.007,0.005
NACA66-614 A=0.5,NACA 66-series,14,45.9,4.1,JF XF,1.48,194,0.006,0.006,0.004
NACA66-614 A=0.6,NACA 66-series,14,45.8,4.1,JF XF,1.49,226,0.006,0.006,0.004
NACA66-614 A=0.8,NACA 66-series,14,45.8,3.7,JF XF,1.5,239,0.006,0.006,0.004
NACA66-615,NACA 66-series,15,45.8,3,JF XF,1.56,204,0.006,0.005,0.004
NACA66-615 A=0.0,NACA 66-series,15,45.9,3.3,JF XF,1.5,123,0.006,0.007,0.006
NACA66-615 A=0.2,NACA 66-series,15,45.9,3.6,JF XF,1.52,130,0.006,0.007,0.006
NACA66-615 A=0.5,NACA 66-series,15,45.9,4.1,JF XF,1.54,172,0.006,0.006,0.004
NACA66-615 A=0.6,NACA 66-series,15,45.9,4,JF XF,1.55,237,0.006,0.006,0.004
NACA66-615 A=0.8,NACA 66-series,15,45.8,3.7,JF XF,1.56,229,0.006,0.006,0.004
NACA66-616,NACA 66-series,16,45.8,2.9,JF XF,1.61,203,0.007,0.006,0.004
NACA66-616 A=0.0,NACA 66-series,16,45.9,3.2,JF XF,1.55,121,0.006,0.007,0.006
NACA66-616 A=0.2,NACA 66-series,16,45.9,3.5,JF XF,1.57,127,0.006,0.007,0.006
NACA66-616 A=0.5,NACA 66-series,16,45.9,4,JF XF,1.59,169,0.006,0.006,0.004
NACA66-616 A=0.6,NACA 66-series,16,45.9,4,JF XF,1.6,222,0.006,0.006,0.004
NACA66-616 A=0.8,NACA 66-series,16,45.8,3.7,JF XF,1.61,200,0.006,0.006,0.003
NACA66-617,NACA 66-series,17,45.8,2.9,JF XF,1.66,201,0.007,0.004,0.004
NACA66-617 A=0.0,NACA 66-series,17,45.9,3.2,JF XF,1.6,119,0.006,0.006,0.006
NACA66-617 A=0.2,NACA 66-series,17,45.9,3.5,JF XF,1.62,125,0.006,0.007,0.006
NACA66-617 A=0.5,NACA 66-series,17,45.9,4,JF XF,1.64,169,0.006,0.006,0.005
NACA66-617 A=0.6,NACA 66-series,17,45.9,3.9,JF XF,1.65,202,0.006,0.006,0.004
NACA66-617 A=0.8,NACA 66-series,17,45.9,3.6,JF XF,1.67,207,0.006,0.005,0.004
NACA66-618,NACA 66-series,18,45.8,2.8,JF XF,1.71,208,0.007,0.004,0.004
NACA66-618 A=0.0,NACA 66-series,18,45.9,3.1,JF XF,1.64,117,0.007,0.006,0.006
NACA66-618 A=0.2,NACA 66-series,18,45.9,3.4,JF XF,1.67,122,0.006,0.007,0.006
NACA66-618 A=0.5,NACA 66-series,18,45.9,3.9,JF XF,1.69,170,0.007,0.006,0.005
NACA66-618 A=0.6,NACA 66-series,18,45.9,3.9,JF XF,1.7,198,0.006,0.004,0.004
NACA66-618 A=0.8,NACA 66-series,18,45.9,3.6,JF XF,1.72,206,0.007,0.004,0.004
NACA66-619,NACA 66-series,19,45.9,2.8,JF XF,1.76,207,0.007,0.004,0.004
NACA66-619 A=0.0,NACA 66-series,19,45.9,3,JF XF,1.69,116,0.007,0.007,0.006
NACA66-619 A=0.2,NACA 66-series,19,45.9,3.4,JF XF,1.71,119,0.007,0.007,0.006
NACA66-619 A=0.5,NACA 66-series,19,45.9,3.9,JF XF,1.74,167,0.007,0.006,0.005
NACA66-619 A=0.6,NACA 66-series,19,45.9,3.8,JF XF,1.75,205,0.007,0.004,0.004
NACA66-619 A=0.8,NACA 66-series,19,45.9,3.5,JF XF,1.77,203,0.006,0.004,0.004
NACA66-620,NACA 66-series,20,45.9,2.8,JF XF,1.8,218,0.007,0.004,0.004
NACA66-620 A=0.0,NACA 66-series,20,45.9,3,JF XF,1.73,114,0.006,0.007,0.006
NACA66-620 A=0.2,NACA 66-series,20,45.9,3.3,JF XF,1.76,116,0.007,0.007,0.006
NACA66-620 A=0.5,NACA 66-series,20,45.9,3.8,JF XF,1.79,163,0.007,0.006,0.005
NACA66-620 A=0.6,NACA 66-series,20,45.9,3.8,JF XF,1.8,202,0.007,0.005,0.004
NACA66-620 A=0.8,NACA 66-series,20,45.9,3.5,JF XF,1.82,212,0.007,0.004,0.004
NACA66-709,NACA 66-series,9,45.8,3.7,JF XF,1.28,236,0.005,0.004,0.004
NACA66-709 A=0.0,NACA 66-series,9,45.8,4.2,JF XF,1.23,174,0.022,0.006,0.006
NACA66-709 A=0.2,NACA 66-series,9,45.8,4.5,JF XF,1.24,178,0.016,0.006,0.006
NACA66-709 A=0.5,NACA 66-series,9,45.8,5,JF XF,1.26,253,0.006,0.005,0.005
NACA66-709 A=0.6,NACA 66-series,9,45.8,5,JF XF,1.27,259,0.006,0.005,0.004
NACA66-709 A=0.8,NACA 66-series,9,45.8,4.6,JF XF,1.28,265,0.006,0.005,0.004
NACA66-710,NACA 66-series,10,45.8,3.7,JF XF,1.34,228,0.005,0.005,0.004
NACA66-710 A=0.0,NACA 66-series,10,45.9,4.1,JF XF,1.28,162,0.006,0.006,0.006
NACA66-710 A=0.2,NACA 66-series,10,45.8,4.5,JF XF,1.3,168,0.006,0.006,0.006
NACA66-710 A=0.5,NACA 66-series,10,45.8,5,JF XF,1.32,243,0.006,0.006,0.005
NACA66-710 A=0.6,NACA 66-series,10,45.8,4.9,JF XF,1.33,249,0.006,0.005,0.005
NACA66-710 A=0.8,NACA 66-series,10,45.8,4.5,JF XF,1.34,245,0.006,0.005,0.005
NACA66-711,NACA 66-series,11,45.8,3.6,JF XF,1.4,234,0.006,0.005,0.004
NACA66-711 A=0.0,NACA 66-series,11,45.9,4.1,JF XF,1.34,163,0.006,0.007,0.007
NACA66-711 A=0.2,NACA 66-series,11,45.9,4.4,JF XF,1.36,149,0.006,0.006,0.007
NACA66-711 A=0.5,NACA 66-series,11,45.8,5,JF XF,1.38,223,0.006,0.006,0.006
NACA66-711 A=0.6,NACA 66-series,11,45.8,4.9,JF XF,1.38,231,0.006,0.005,0.005
NACA66-711 A=0.8,NACA 66-series,11,45.8,4.5,JF XF,1.4,242,0.006,0.005,0.005
NACA66-712,NACA 66-series,12,45.8,3.6,JF XF,1.46,233,0.006,0.005,0.004
NACA66-712 A=0.0,NACA 66-series,12,45.9,4,JF XF,1.41,135,0.006,0.007,0.007
NACA66-712 A=0.2,NACA 66-series,12,45.9,4.4,JF XF,1.42,145,0.006,0.007,0.007
NACA66-712 A=0.5,NACA 66-series,12,45.8,4.9,JF XF,1.44,214,0.006,0.006,0.006
NACA66-712 A=0.6,NACA 66-series,12,45.8,4.9,JF XF,1.44,223,0.006,0.005,0.005
NACA66-712 A=0.8,NACA 66-series,12,45.8,4.5,JF XF,1.46,265,0.006,0.005,0.005
NACA66-713,NACA 66-series,13,45.8,3.6,JF XF,1.52,213,0.006,0.005,0.005
NACA66-713 A=0.0,NACA 66-series,13,45.9,4,JF XF,1.47,133,0.006,0.007,0.007
NACA66-713 A=0.2,NACA 66-series,13,45.9,4.3,JF XF,1.48,142,0.006,0.007,0.007
NACA66-713 A=0.5,NACA 66-series,13,45.9,4.9,JF XF,1.5,188,0.006,0.006,0.006
NACA66-713 A=0.6,NACA 66-series,13,45.9,4.8,JF XF,1.5,233,0.006,0.005,0.005
NACA66-713 A=0.8,NACA 66-series,13,45.8,4.4,JF XF,1.52,255,0.006,0.006,0.005
NACA66-714,NACA 66-series,14,45.8,3.5,JF XF,1.58,217,0.006,0.005,0.005
NACA66-714 A=0.0,NACA 66-series,14,45.9,3.9,JF XF,1.52,130,0.006,0.007,0.006
NACA66-714 A=0.2,NACA 66-series,14,45.9,4.3,JF XF,1.54,138,0.006,0.007,0.007
NACA66-714 A=0.5,NACA 66-series,14,45.9,4.8,JF XF,1.56,186,0.006,0.006,0.006
NACA66-714 A=0.6,NACA 66-series,14,45.9,4.8,JF XF,1.57,258,0.006,0.006,0.005
NACA66-714 A=0.8,NACA 66-series,14,45.8,4.4,JF XF,1.58,220,0.006,0.006,0.005
NACA66-715,NACA 66-series,15,45.8,3.5,JF XF,1.64,218,0.007,0.006,0.004
NACA66-715 A=0.0,NACA 66-series,15,45.9,3.8,JF XF,1.57,127,0.006,0.007,0.007
NACA66-715 A=0.2,NACA 66-series,15,45.9,4.2,JF XF,1.6,133,0.007,0.007,0.007
NACA66-715 A=0.5,NACA 66-series,15,45.9,4.8,JF XF,1.62,185,0.006,0.006,0.006
NACA66-715 A=0.6,NACA 66-series,15,45.9,4.7,JF XF,1.63,218,0.006,0.006,0.005
NACA66-715 A=0.8,NACA 66-series,15,45.9,4.3,JF XF,1.64,215,0.006,0.006,0.004
NACA66-716,NACA 66-series,16,45.9,3.4,JF XF,1.69,218,0.007,0.006,0.004
NACA66-716 A=0.0,NACA 66-series,16,45.9,3.8,JF XF,1.62,125,0.006,0.007,0.006
NACA66-716 A=0.2,NACA 66-series,16,45.9,4.2,JF XF,1.65,130,0.007,0.006,0.007
NACA66-716 A=0.5,NACA 66-series,16,45.9,4.7,JF XF,1.67,185,0.006,0.006,0.005
NACA66-716 A=0.6,NACA 66-series,16,45.9,4.7,JF XF,1.68,216,0.006,0.006,0.004
NACA66-716 A=0.8,NACA 66-series,16,45.9,4.3,JF XF,1.7,221,0.006,0.006,0.005
NACA66-717,NACA 66-series,17,45.9,3.4,JF XF,1.74,217,0.007,0.006,0.004
NACA66-717 A=0.0,NACA 66-series,17,45.9,3.7,JF XF,1.67,123,0.006,0.007,0.006
NACA66-717 A=0.2,NACA 66-series,17,45.9,4.1,JF XF,1.7,127,0.006,0.007,0.006
NACA66-717 A=0.5,NACA 66-series,17,45.9,4.7,JF XF,1.72,182,0.007,0.006,0.005
NACA66-717 A=0.6,NACA 66-series,17,45.9,4.6,JF XF,1.73,213,0.006,0.006,0.003
NACA66-717 A=0.8,NACA 66-series,17,45.9,4.2,JF XF,1.75,219,0.007,0.006,0.004
NACA66-718,NACA 66-series,18,45.9,3.3,JF XF,1.78,226,0.007,0.006,0.004
NACA66-718 A=0.0,NACA 66-series,18,45.9,3.7,JF XF,1.72,121,0.006,0.007,0.007
NACA66-718 A=0.2,NACA 66-series,18,45.9,4.1,JF XF,1.74,124,0.006,0.007,0.006
NACA66-718 A=0.5,NACA 66-series,18,45.9,4.6,JF XF,1.77,178,0.007,0.006,0.005
NACA66-718 A=0.6,NACA 66-series,18,45.9,4.6,JF XF,1.78,218,0.006,0.006,0.004
NACA66-718 A=0.8,NACA 66-series,18,45.9,4.2,JF XF,1.8,217,0.007,0.006,0.004
NACA66-719,NACA 66-series,19,45.9,3.3,JF XF,1.83,224,0.007,0.006,0.004
NACA66-719 A=0.0,NACA 66-series,19,45.9,3.6,JF XF,1.76,119,0.007,0.007,0.006
NACA66-719 A=0.2,NACA 66-series,19,45.9,4,JF XF,1.79,121,0.007,0.007,0.006
NACA66-719 A=0.5,NACA 66-series,19,45.9,4.6,JF XF,1.82,174,0.007,0.007,0.005
NACA66-719 A=0.6,NACA 66-series,19,45.9,4.5,JF XF,1.83,215,0.007,0.006,0.004
NACA66-719 A=0.8,NACA 66-series,19,45.9,4.1,JF XF,1.85,224,0.007,0.006,0.004
NACA66-720,NACA 66-series,20,45.9,3.3,JF XF,1.88,245,0.008,0.007,0.004
NACA66-720 A=0.0,NACA 66-series,20,45.9,3.5,JF XF,1.81,117,0.007,0.007,0.006
NACA66-720 A=0.2,NACA 66-series,20,45.9,3.9,JF XF,1.83,118,0.007,0.007,0.006
NACA66-720 A=0.5,NACA 66-series,20,45.9,4.5,JF XF,1.86,170,0.007,0.007,0.005
NACA66-720 A=0.6,NACA 66-series,20,45.9,4.4,JF XF,1.88,213,0.006,0.006,0.004
NACA66-720 A=0.8,NACA 66-series,20,45.9,4.1,JF XF,1.9,222,0.007,0.006,0.004
NACA66A109,NACA 66-series,9,45.8,0.6,JF XF,0.83,111,0.003,0.006,0.091
NACA66A110,NACA 66-series,10,45.8,0.6,JF XF,0.89,109,0.003,0.006,0.104
NACA66A111,NACA 66-series,11,45.8,0.6,JF XF,0.95,105,0.003,0.006,0.007
NACA66A112,NACA 66-series,12,45.8,0.6,JF XF,1.01,98,0.003,0.007,0.007
NACA66A113,NACA 66-series,13,45.8,0.6,JF XF,1.07,94,0.003,0.005,0.007
NACA66A114,NACA 66-series,14,45.8,0.6,JF XF,1.13,91,0.004,0.005,0.008
NACA66A115,NACA 66-series,15,45.8,0.6,JF XF,1.19,91,0.004,0.005,0.008
NACA66A116,NACA 66-series,16,45.8,0.5,JF XF,1.25,97,0.004,0.005,0.008
NACA66A117,NACA 66-series,17,45.8,0.5,JF XF,1.3,93,0.004,0.004,0.009
NACA66A118,NACA 66-series,18,45.8,0.5,JF XF,1.34,94,0.004,0.004,0.009
NACA66A119,NACA 66-series,19,45.8,0.5,JF XF,1.39,107,0.004,0.004,0.009
NACA66A120,NACA 66-series,20,45.8,0.5,JF XF,1.44,106,0.004,0.004,0.009
NACA66A209,NACA 66-series,9,45.8,1.3,JF XF,0.91,120,0.003,0.004,0.088
NACA66A210,NACA 66-series,10,45.8,1.2,JF XF,0.97,117,0.003,0.004,0.106
NACA66A211,NACA 66-series,11,45.8,1.2,JF XF,1.03,110,0.003,0.004,0.006
NACA66A212,NACA 66-series,12,45.8,1.2,JF XF,1.08,111,0.003,0.004,0.007
NACA66A213,NACA 66-series,13,45.8,1.2,JF XF,1.14,107,0.004,0.004,0.007
NACA66A214,NACA 66-series,14,45.8,1.2,JF XF,1.2,108,0.004,0.004,0.007
NACA66A215,NACA 66-series,15,45.8,1.2,JF XF,1.26,119,0.004,0.004,0.007
NACA66A216,NACA 66-series,16,45.8,1.1,JF XF,1.31,119,0.004,0.004,0.006
NACA66A217,NACA 66-series,17,45.8,1.1,JF XF,1.37,123,0.004,0.004,0.006
NACA66A218,NACA 66-series,18,45.8,1.1,JF XF,1.42,130,0.004,0.004,0.006
NACA66A219,NACA 66-series,19,45.8,1.1,JF XF,1.46,130,0.004,0.004,0.005
NACA66A220,NACA 66-series,20,45.8,1.1,JF XF,1.51,149,0.004,0.004,0.005
NACA66A309,NACA 66-series,9,45.8,1.9,JF XF,0.98,134,0.005,0.003,0.089
NACA66A310,NACA 66-series,10,45.8,1.9,JF XF,1.05,145,0.005,0.003,0.101
NACA66A311,NACA 66-series,11,45.8,1.9,JF XF,1.1,139,0.006,0.003,0.005
NACA66A312,NACA 66-series,12,45.8,1.8,JF XF,1.16,138,0.006,0.003,0.005
NACA66A313,NACA 66-series,13,45.8,1.8,JF XF,1.22,133,0.006,0.004,0.005
NACA66A314,NACA 66-series,14,45.8,1.8,JF XF,1.27,134,0.004,0.004,0.005
NACA66A315,NACA 66-series,15,45.8,1.8,JF XF,1.33,142,0.004,0.004,0.004
NACA66A316,NACA 66-series,16,45.8,1.7,JF XF,1.39,144,0.004,0.004,0.004
